"Age","BusinessTravel","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRotation","FeedbackFromManager","Mentoring","JobRole","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","Training","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Performance"
51,"Travel_Rarely","Finance",4,3,2,"Male",3,1,1,"H","Y","IT specialists",8160,8976,3,"No",19,4,0,9,"Y",3,5,6,1,2,76
38,"Travel_Rarely","Sales",15,2,1,"Female",4,2,1,"H","N","Sales Executive",5605,19191,1,"Yes",24,3,1,8,"Y",3,8,0,7,7,51
31,"Travel_Rarely","Research & Development",4,4,4,"Male",3,1,1,"L","Y","Research and Design Specialists",2356,14871,5,"Yes",19,2,1,8,"Y",3,6,4,0,2,51
29,"Travel_Rarely","Research & Development",16,4,1,"Male",2,1,1,"H","Y","Research and Design Specialists",2362,7568,4,"No",13,3,0,11,"N",1,9,7,0,7,35
49,"Travel_Rarely","Finance",5,3,1,"Male",3,2,1,"L","Y","Accountant",9541,10495,1,"No",20,2,1,7,"N",2,5,7,3,2,80
27,"Travel_Frequently","Sales",1,1,3,"Male",3,2,2,"H","N","Sales Executive",4342,24008,7,"No",19,2,1,5,"Y",3,4,2,1,1,53
48,"Travel_Rarely","Research & Development",20,3,4,"Male",3,3,4,"L","N","Manufacturing Director",7898,18706,9,"No",11,3,0,11,"Y",3,10,9,0,8,63
45,"Travel_Rarely","Finance",21,4,1,"Male",3,3,2,"L","N","Accountant",8140,8954,1,"Yes",18,3,0,9,"Y",1,8,2,1,6,32
46,"Travel_Frequently","Production",9,3,2,"Female",3,1,4,"L","N","Production Supervisors",6313,6944,6,"Yes",15,2,1,9,"N",1,7,5,2,5,31
33,"Travel_Rarely","Research & Development",11,3,1,"Male",3,1,2,"L","N","Research and Design Specialists",2781,6311,1,"No",13,2,1,15,"Y",3,14,10,4,10,59
28,"Travel_Rarely","Finance",17,4,2,"Female",2,3,3,"L","Y","IT specialists",10351,11386,2,"No",20,2,1,6,"Y",1,6,7,2,2,59
55,"Travel_Rarely","Research & Development",13,3,4,"Female",3,4,2,"H","N","Manager",14756,19730,2,"Yes",14,3,3,21,"Y",3,5,0,0,2,63
29,"Travel_Rarely","Production",19,2,2,"Female",2,1,2,"L","N","Machinists ",2319,6689,4,"Yes",11,4,1,1,"N",3,1,0,0,0,42
37,"Travel_Rarely","Finance",22,3,2,"Male",3,3,3,"L","Y","Accountant",9814,10795,7,"Yes",17,1,1,5,"Y",3,8,4,2,4,61
27,"Travel_Rarely","Research & Development",9,3,2,"Male",4,2,4,"L","Y","Manufacturing Director",6142,5174,8,"Yes",20,2,1,6,"Y",3,6,2,0,3,64
41,"Travel_Rarely","Sales",6,4,4,"Male",3,4,1,"L","N","Manager",16015,15896,1,"No",19,2,0,22,"N",3,22,10,0,4,47
48,"Travel_Rarely","Finance",12,4,2,"Female",3,3,2,"L","Y","Accountant",8289,9118,9,"Yes",18,3,0,7,"Y",3,8,3,3,5,79
32,"Travel_Frequently","Research & Development",22,1,2,"Female",1,1,1,"L","N","Research and Design Specialists",3919,4681,1,"Yes",22,2,0,10,"N",3,10,2,6,7,34
36,"Non-Travel","Production",17,4,1,"Male",4,1,1,"L","Y","Machinists ",2810,9238,7,"No",22,2,0,5,"Y",3,5,4,0,2,58
30,"Travel_Frequently","Production",17,3,2,"Female",3,1,1,"L","N","Machinists ",2422,25725,2,"No",17,1,0,4,"N",3,3,2,1,2,31
35,"Travel_Frequently","Production",6,3,2,"Female",3,2,2,"H","N","Machinists ",4425,15986,5,"No",11,4,0,10,"Y",3,6,2,1,2,70
42,"Travel_Rarely","Research & Development",8,5,1,"Female",3,4,1,"L","Y","Research Director",15992,15901,2,"No",14,2,0,16,"N",3,1,0,0,0,27
41,"Non-Travel","Research & Development",15,4,1,"Female",2,2,2,"H","N","Customercare Representative",6811,2112,2,"Yes",17,1,0,10,"Y",3,8,7,0,7,66
52,"Travel_Rarely","Research & Development",16,2,4,"Female",3,4,2,"H","N","Manager",16555,10310,2,"No",13,4,0,31,"Y",1,5,2,1,4,77
36,"Travel_Rarely","Production",9,2,1,"Female",3,1,4,"H","N","Machinists ",2835,2561,5,"No",22,1,1,7,"Y",3,1,0,0,0,64
45,"Travel_Rarely","Production",21,3,2,"Male",4,2,2,"L","N","Production Supervisors",5984,6582,6,"Yes",19,1,1,10,"N",1,7,5,3,3,31
40,"Travel_Rarely","Sales",11,3,2,"Female",4,4,4,"L","Y","IT specialists",8070,8877,3,"No",15,1,0,7,"Y",3,5,4,1,4,66
41,"Non-Travel","Research & Development",24,1,2,"Female",1,5,1,"H","N","Research Director",19973,20284,3,"No",22,2,2,21,"N",3,21,16,5,10,47
38,"Travel_Frequently","Production",17,2,4,"Male",3,1,4,"H","N","Machinists ",1702,12106,1,"Yes",23,3,1,1,"Y",3,1,0,0,0,64
39,"Non-Travel","Research & Development",12,2,3,"Male",3,3,2,"H","Y","Customercare Representative",10920,3449,9,"No",21,2,1,13,"N",3,6,4,0,5,41
24,"Travel_Rarely","Sales",13,1,1,"Female",3,1,2,"H","N","Sales Representative",3202,21972,1,"Yes",16,2,0,6,"Y",3,5,3,1,4,57
34,"Travel_Frequently","Research & Development",22,2,4,"Male",3,2,2,"L","Y","Manufacturing Director",4033,15834,8,"No",11,4,0,5,"Y",2,3,2,0,2,60
38,"Travel_Rarely","Research & Development",7,4,2,"Female",4,2,2,"L","N","Customercare Representative",7625,19383,7,"No",13,3,0,10,"N",2,9,7,1,8,48
42,"Travel_Rarely","Research & Development",5,3,2,"Male",4,2,4,"L","Y","Customercare Representative",5538,5696,4,"No",18,3,2,10,"Y",2,0,0,0,0,67
31,"Travel_Rarely","Sales",7,4,1,"Male",3,3,2,"L","N","Sales Executive",8161,19002,5,"No",13,1,3,10,"Y",3,1,0,0,0,57
