"Age","BusinessTravel","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRotation","FeedbackFromManager","Mentoring","JobRole","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","Training","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Performance"
31,"Non-Travel","Sales",19,2,4,"Female",3,2,2,"H","N","Sales Executive",6932,24406,8,"No",13,4,1,9,"N",2,9,8,0,0,43
34,"Travel_Rarely","Research & Development",23,4,1,"Female",3,3,2,"H","N","Research Director",11994,21293,0,"No",11,3,0,13,"Y",3,12,6,2,11,70
19,"Non-Travel","Research & Development",24,3,1,"Female",2,1,2,"H","N","Research and Design Specialists",1859,6148,9,"Yes",25,2,0,1,"N",4,1,1,0,0,36
41,"Travel_Rarely","Finance",15,3,2,"Male",3,2,2,"H","Y","Accountant",8352,9187,7,"Yes",19,3,0,8,"Y",3,8,3,2,5,55
40,"Travel_Rarely","Research & Development",8,4,1,"Male",3,3,2,"L","N","Customercare Representative",10322,26542,6,"No",20,4,1,14,"N",3,11,10,11,1,36
55,"Travel_Rarely","Human Resources",6,4,3,"Male",4,5,1,"L","N","Manager",19636,25811,1,"Yes",18,1,1,35,"N",3,10,9,1,4,47
50,"Travel_Rarely","Research & Development",8,3,3,"Female",3,5,2,"L","Y","Manager",19926,17053,3,"No",15,2,0,21,"N",3,5,4,4,4,49
53,"Travel_Rarely","Production",13,3,4,"Male",3,2,2,"H","N","Machinists ",2450,10919,9,"No",17,4,0,19,"Y",3,2,2,2,2,61
35,"Travel_Rarely","Human Resources",3,4,3,"Female",3,3,1,"L","N","Human Resources",8837,16642,8,"Yes",16,3,0,9,"N",3,9,0,1,7,29
36,"Travel_Rarely","Research & Development",12,2,2,"Male",3,2,2,"H","N","Manufacturing Director",4941,2819,6,"No",20,4,2,7,"Y",3,3,2,0,1,70
46,"Travel_Rarely","Sales",3,2,2,"Female",3,3,4,"H","N","Sales Executive",10453,2137,1,"No",25,3,3,24,"Y",3,24,13,15,7,82
33,"Non-Travel","Production",16,2,2,"Male",2,1,2,"L","Y","Machinists ",2008,20439,9,"No",12,3,3,1,"Y",2,1,1,0,0,62
29,"Travel_Rarely","Sales",9,3,1,"Male",2,2,4,"L","N","Sales Executive",4187,3356,3,"Yes",13,2,1,10,"Y",2,10,0,0,9,65
37,"Travel_Rarely","Research & Development",3,3,3,"Male",3,3,1,"H","N","Manufacturing Director",9434,9606,8,"No",15,3,1,10,"Y",3,10,7,7,8,58
51,"Travel_Rarely","IT_Suppport",7,3,2,"Male",2,3,2,"H","Y","IT specialists",8169,8986,5,"No",17,4,0,9,"Y",3,6,6,2,7,57
37,"Travel_Rarely","Human Resources",21,4,3,"Male",3,1,2,"L","Y","Human Resources",2073,23648,4,"Yes",22,4,0,7,"Y",3,3,2,0,2,33
51,"Travel_Rarely","Finance",17,4,1,"Male",2,3,2,"L","N","Accountant",9008,9909,3,"Yes",18,4,0,6,"Y",3,10,7,3,3,29
38,"Travel_Rarely","Finance",2,3,1,"Female",3,3,2,"L","Y","Accountant",8923,9815,3,"No",19,2,1,7,"N",1,10,7,1,7,58
44,"Travel_Rarely","Research & Development",15,1,1,"Female",4,1,2,"L","Y","Research and Design Specialists",2011,19982,7,"No",13,4,1,10,"Y",3,10,5,7,7,62
53,"Travel_Rarely","Sales",15,2,2,"Male",3,2,1,"H","N","Sales Representative",2306,16047,2,"Yes",20,4,1,13,"Y",1,7,7,4,5,56
31,"Travel_Rarely","Sales",3,3,2,"Female",1,2,1,"L","N","Sales Executive",4559,24788,3,"Yes",11,3,1,4,"N",3,2,2,2,2,15
39,"Travel_Rarely","Sales",13,2,4,"Female",3,2,2,"L","Y","Sales Executive",5238,17778,4,"Yes",18,1,0,12,"N",2,1,0,0,0,49
27,"Travel_Rarely","Research & Development",23,4,2,"Male",3,1,3,"L","Y","Research and Design Specialists",2226,6073,6,"No",11,3,1,6,"Y",2,5,3,1,2,83
59,"Travel_Rarely","Research & Development",20,3,3,"Male",2,1,2,"H","Y","Research and Design Specialists",2177,8456,3,"No",17,1,1,7,"Y",3,1,0,0,0,59
45,"Travel_Rarely","Research & Development",4,2,1,"Male",3,1,2,"L","N","Research and Design Specialists",2654,9655,3,"No",21,4,2,8,"N",2,2,2,0,2,48
36,"Travel_Rarely","Sales",8,4,3,"Male",2,1,4,"H","N","Sales Representative",3407,6986,7,"No",23,2,0,10,"Y",3,5,3,0,3,63
30,"Travel_Frequently","Sales",19,4,3,"Female",2,2,1,"L","Y","Sales Executive",6696,22967,5,"No",15,3,0,9,"N",2,6,3,0,1,26
48,"Travel_Rarely","Research & Development",19,4,3,"Male",2,3,4,"L","Y","Customercare Representative",10999,22245,1,"No",14,2,0,27,"Y",3,15,11,4,8,69
55,"Travel_Rarely","Sales",16,5,3,"Male",2,5,1,"H","N","Manager",19586,23037,8,"No",21,3,1,36,"N",3,36,6,2,13,35
26,"Travel_Rarely","Research & Development",21,1,1,"Male",2,1,2,"H","Y","Research and Design Specialists",3904,4050,5,"No",12,4,0,5,"Y",3,4,3,1,1,62
41,"Travel_Rarely","Production",13,3,4,"Male",3,1,1,"H","Y","Machinists ",4721,3119,6,"Yes",13,3,0,20,"Y",3,18,13,2,17,55
33,"Travel_Rarely","Research & Development",22,2,2,"Female",3,2,2,"L","Y","Customercare Representative",4878,21653,5,"Yes",13,1,1,10,"Y",3,9,7,8,1,61
38,"Travel_Rarely","Research & Development",8,2,2,"Male",3,1,2,"L","Y","Research and Design Specialists",4771,14293,8,"No",19,4,2,10,"Y",4,5,2,0,3,57
32,"Travel_Rarely","Production",13,3,4,"Male",2,1,2,"L","N","Machinists ",3730,9571,0,"Yes",14,4,0,4,"N",1,3,2,1,2,36
20,"Travel_Rarely","Production",9,3,1,"Male",2,1,4,"L","N","Machinists ",3033,12828,2,"No",12,1,0,2,"Y",2,2,2,1,2,64
30,"Travel_Rarely","Research & Development",12,3,3,"Male",2,2,2,"L","N","Customercare Representative",4152,15830,1,"No",19,1,3,11,"Y",3,11,10,10,8,34
28,"Travel_Frequently","Production",8,3,1,"Male",2,1,2,"L","N","Machinists ",2596,7160,1,"No",15,1,2,1,"N",3,1,0,0,0,45
53,"Travel_Rarely","Production",3,4,1,"Male",4,2,4,"L","N","Production Supervisors",6318,6950,3,"Yes",20,1,1,6,"Y",3,2,2,2,3,40
43,"Non-Travel","Research & Development",14,3,4,"Male",4,1,4,"H","Y","Research and Design Specialists",2089,5228,4,"No",14,4,3,7,"Y",4,5,4,2,2,64
27,"Travel_Rarely","Finance",16,3,2,"Male",2,3,2,"L","N","Accountant",8254,9079,6,"Yes",18,3,1,8,"N",3,7,2,3,3,37
47,"Travel_Rarely","Research & Development",8,2,1,"Female",3,2,2,"L","N","Manufacturing Director",5070,7389,5,"No",13,3,3,20,"N",3,5,0,0,4,41
51,"Travel_Rarely","Research & Development",5,3,4,"Male",1,2,4,"H","N","Manufacturing Director",5482,16321,5,"No",18,4,1,13,"Y",3,4,1,1,2,74
42,"Travel_Rarely","Research & Development",1,2,4,"Male",3,4,4,"H","Y","Manager",17665,14399,4,"No",17,4,1,23,"Y",3,22,6,13,7,69
29,"Travel_Rarely","Research & Development",11,3,4,"Male",3,2,4,"H","N","Manufacturing Director",4262,22645,4,"No",12,2,2,8,"Y",4,3,2,1,2,65
23,"Travel_Rarely","Production",16,1,4,"Male",2,1,2,"L","Y","Machinists ",3989,20586,1,"Yes",11,1,0,5,"N",3,5,4,1,2,33
34,"Travel_Frequently","Production",14,4,1,"Female",2,1,1,"L","N","Production Supervisors",6739,7413,8,"No",20,4,1,10,"Y",1,6,4,1,5,33
38,"Travel_Rarely","Production",16,2,3,"Female",3,1,2,"L","N","Machinists ",2288,6319,1,"No",12,3,0,2,"N",3,2,2,2,1,46
57,"Travel_Rarely","Sales",23,3,1,"Male",2,4,1,"L","N","Manager",14118,22102,3,"No",12,3,1,32,"N",2,1,0,0,0,34
31,"Travel_Rarely","Finance",25,3,2,"Female",3,2,1,"L","Y","Accountant",8333,9166,1,"Yes",19,1,0,9,"N",1,2,5,1,7,51
29,"Travel_Rarely","Sales",24,3,4,"Male",3,1,2,"H","N","Sales Representative",2297,17967,3,"No",14,4,2,2,"Y",3,2,2,2,2,70
45,"Travel_Frequently","Research & Development",12,4,1,"Male",4,2,3,"H","N","Manufacturing Director",6434,5118,4,"No",17,4,1,9,"Y",3,3,2,0,2,71
39,"Travel_Frequently","Sales",10,3,3,"Male",3,2,2,"L","Y","Sales Executive",4127,19188,9,"No",18,4,1,7,"Y",3,2,1,2,2,59
25,"Travel_Rarely","IT_Suppport",16,3,1,"Female",2,2,2,"H","N","IT specialists",8884,9772,6,"Yes",20,3,1,9,"N",1,10,3,3,7,49
31,"Travel_Rarely","Sales",15,3,4,"Male",3,2,1,"H","N","Sales Executive",7547,7143,4,"No",12,4,3,13,"Y",3,7,7,1,7,56
42,"Travel_Rarely","Sales",14,4,2,"Male",3,2,2,"H","N","Sales Executive",5155,2253,1,"No",13,4,0,9,"Y",4,6,4,1,5,62
44,"Travel_Rarely","Research & Development",18,4,4,"Male",3,5,1,"L","N","Manager",19513,9358,2,"Yes",12,1,1,26,"N",4,2,2,0,1,39
35,"Travel_Rarely","Research & Development",18,2,4,"Female",2,2,2,"L","N","Manufacturing Director",4788,25388,1,"Yes",11,4,0,4,"Y",3,3,2,0,2,50
48,"Travel_Rarely","Research & Development",9,3,4,"Male",2,5,2,"L","Y","Research Director",19665,13583,3,"No",12,4,0,29,"Y",3,22,10,12,9,78
58,"Travel_Frequently","Research & Development",19,4,1,"Male",3,4,1,"L","N","Research Director",15787,21624,6,"Yes",14,2,0,23,"Y",3,2,2,2,2,55
26,"Travel_Rarely","Research & Development",9,3,1,"Female",3,1,2,"H","N","Research and Design Specialists",2061,11133,1,"No",21,1,0,1,"Y",3,1,0,0,0,61
49,"Travel_Rarely","Research & Development",14,2,1,"Male",2,5,2,"L","Y","Manager",18711,12124,6,"No",13,3,1,23,"Y",4,1,0,0,0,66
42,"Travel_Rarely","Research & Development",2,2,4,"Male",2,5,4,"L","Y","Manager",19613,26362,6,"No",22,4,0,24,"Y",3,1,0,0,1,79
50,"Travel_Rarely","Finance",21,3,1,"Female",2,3,1,"L","Y","Accountant",8687,9556,2,"No",15,4,1,5,"N",1,8,5,3,2,67
37,"Travel_Frequently","Research & Development",25,3,1,"Male",3,3,2,"L","N","Manufacturing Director",10048,22573,6,"No",11,2,2,17,"N",3,1,0,0,0,33
33,"Travel_Rarely","Production",16,3,2,"Male",4,1,1,"L","Y","Machinists ",2028,13637,2,"No",18,4,3,14,"Y",3,14,11,2,13,56
42,"Travel_Rarely","Research & Development",17,3,4,"Male",3,3,1,"L","N","Manufacturing Director",7406,6950,1,"Yes",21,4,1,10,"N",2,10,9,5,8,29
36,"Travel_Rarely","Research & Development",8,4,1,"Male",3,2,2,"L","N","Customercare Representative",5347,7419,7,"No",14,2,2,10,"N",2,3,2,0,2,46
32,"Travel_Rarely","Finance",2,3,2,"Female",3,2,2,"L","Y","Accountant",8538,9392,4,"Yes",15,4,0,5,"N",2,2,7,1,3,77
54,"Travel_Frequently","Finance",12,4,2,"Female",3,2,1,"L","N","Accountant",8540,9394,2,"No",15,4,1,7,"N",3,4,5,3,6,29
39,"Travel_Rarely","Finance",22,4,1,"Female",2,3,3,"H","Y","Accountant",9412,10353,2,"Yes",15,4,0,5,"Y",1,4,5,3,2,68
37,"Travel_Rarely","Research & Development",2,4,2,"Female",3,2,4,"H","N","Manufacturing Director",6447,15701,2,"No",12,2,1,8,"Y",2,6,5,4,3,64
36,"Travel_Frequently","Sales",19,3,1,"Female",4,2,4,"L","Y","Sales Executive",4639,2261,9,"No",16,4,1,17,"Y",2,15,7,6,13,63
29,"Travel_Frequently","Production",21,1,4,"Female",3,1,2,"H","N","Machinists ",3180,4668,8,"No",13,3,3,4,"Y",3,3,2,0,2,66
46,"Travel_Frequently","Research & Development",22,3,3,"Male",2,3,2,"H","N","Customercare Representative",10673,3142,2,"Yes",13,3,1,21,"Y",2,10,9,9,5,60
33,"Travel_Frequently","Research & Development",14,2,4,"Male",3,2,2,"L","Y","Customercare Representative",5968,18079,6,"No",20,3,3,9,"Y",3,9,7,2,8,53
46,"Travel_Rarely","Research & Development",6,4,4,"Male",3,3,4,"H","N","Customercare Representative",9396,12368,7,"No",16,3,1,17,"Y",3,4,2,0,3,65
34,"Travel_Frequently","Research & Development",20,3,2,"Male",3,4,1,"L","N","Research Director",17007,11929,5,"No",14,4,2,16,"Y",2,14,8,6,9,55
28,"Travel_Rarely","Sales",24,4,2,"Male",3,2,4,"H","N","Sales Executive",5253,20750,1,"No",16,4,0,7,"Y",3,7,5,0,7,65
33,"Travel_Rarely","Sales",13,3,1,"Female",3,3,2,"L","N","Sales Executive",8564,10092,1,"Yes",20,3,0,11,"N",2,0,0,0,0,46
40,"Travel_Rarely","Sales",16,2,4,"Female",3,2,2,"L","N","Sales Executive",4639,11262,4,"No",15,3,1,5,"N",3,5,4,1,2,33
34,"Travel_Rarely","Research & Development",10,4,3,"Female",2,2,2,"H","N","Research and Design Specialists",4505,15000,6,"No",15,3,1,12,"N",3,1,0,0,0,65
