"Age","BusinessTravel","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRotation","FeedbackFromManager","Mentoring","JobRole","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","Training","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Performance"
52,"Travel_Rarely","Finance",21,4,2,"Male",3,3,2,"L","N","Accountant",9190,10109,2,"Yes",17,1,0,9,"Y",3,10,3,2,2,30
34,"Non-Travel","Sales",18,4,2,"Male",3,2,2,"L","N","Sales Executive",4568,10034,0,"No",20,3,0,10,"N",3,9,5,8,7,42
35,"Travel_Rarely","Production",11,3,2,"Male",3,1,2,"L","N","Machinists ",3917,9541,7,"No",20,1,1,3,"N",2,3,2,1,2,41
45,"Travel_Rarely","Research & Development",11,3,1,"Female",3,1,1,"L","Y","Research and Design Specialists",4477,20100,9,"Yes",19,3,1,7,"N",2,3,2,0,2,31
29,"Travel_Rarely","Sales",12,2,4,"Male",3,2,2,"L","N","Sales Executive",6931,10732,2,"No",14,4,1,10,"N",3,3,2,0,2,48
37,"Travel_Rarely","Sales",5,4,3,"Male",3,2,1,"H","N","Sales Executive",6502,22825,4,"No",14,2,1,7,"Y",4,5,4,0,1,56
32,"Travel_Rarely","Sales",10,5,4,"Male",3,2,2,"H","N","Sales Executive",9204,23343,5,"No",12,3,1,7,"Y",2,4,3,0,3,72
22,"Travel_Rarely","Production",18,3,2,"Female",3,1,3,"H","N","Machinists ",2871,23785,1,"No",15,3,0,1,"Y",3,0,0,0,0,62
31,"Non-Travel","Research & Development",3,3,2,"Male",3,2,2,"L","Y","Manufacturing Director",9936,3787,8,"No",19,2,0,10,"Y",3,9,4,1,7,70
33,"Travel_Rarely","Research & Development",13,4,4,"Male",4,1,2,"L","N","Research and Design Specialists",3143,6076,6,"No",19,2,1,14,"Y",3,10,8,7,6,60
52,"Travel_Frequently","Research & Development",3,4,3,"Female",2,4,2,"H","Y","Manufacturing Director",13826,19028,3,"No",22,3,0,31,"Y",3,9,8,0,0,62
38,"Travel_Frequently","Production",24,5,4,"Female",3,2,2,"L","N","Machinists ",2406,5456,1,"No",11,4,0,10,"N",3,10,3,9,9,40
22,"Travel_Rarely","Research & Development",16,3,1,"Female",3,1,2,"L","N","Research and Design Specialists",2244,24440,1,"No",13,4,1,2,"N",3,2,1,1,2,43
58,"Travel_Rarely","Research & Development",3,3,4,"Female",3,5,2,"L","N","Research Director",19701,22456,4,"Yes",21,3,1,32,"Y",3,9,8,1,5,70
26,"Travel_Frequently","Research & Development",13,2,3,"Female",2,1,2,"L","N","Research and Design Specialists",2366,20898,6,"Yes",14,1,1,8,"N",3,8,7,1,7,46
25,"Travel_Rarely","Research & Development",9,3,4,"Female",3,1,2,"L","N","Research and Design Specialists",2096,18830,4,"No",18,4,0,2,"N",2,2,2,2,1,42
31,"Travel_Frequently","Sales",17,4,4,"Male",3,2,2,"L","Y","Sales Executive",5332,21602,1,"No",13,4,0,10,"Y",3,5,2,0,3,73
20,"Travel_Rarely","Production",15,3,1,"Male",3,1,2,"L","N","Machinists ",2973,13008,8,"No",19,2,0,1,"N",3,1,0,0,0,44
39,"Travel_Rarely","Research & Development",25,1,3,"Male",3,3,1,"L","N","Research Director",13464,7914,6,"No",21,3,0,9,"Y",3,4,3,2,2,55
33,"Travel_Frequently","Sales",12,3,2,"Female",3,2,2,"H","Y","Sales Executive",4539,4905,6,"No",12,1,1,10,"Y",2,10,7,0,1,52
37,"Non-Travel","Sales",4,4,1,"Male",3,3,2,"H","N","Sales Executive",8834,24666,7,"No",13,4,1,9,"Y",3,9,5,7,7,62
37,"Travel_Rarely","Production",15,2,4,"Male",2,1,1,"L","Y","Machinists ",2090,2396,6,"Yes",15,2,0,7,"N",3,0,0,0,0,35
35,"Travel_Rarely","Research & Development",10,3,4,"Female",2,3,2,"L","N","Customercare Representative",8606,21195,7,"No",19,4,0,11,"Y",1,11,8,3,3,60
31,"Travel_Frequently","Research & Development",6,2,3,"Female",2,3,2,"H","N","Manufacturing Director",8943,14034,1,"No",24,1,1,10,"Y",3,10,9,8,9,66
27,"Travel_Frequently","Research & Development",5,2,4,"Male",3,3,2,"H","N","Manufacturing Director",8793,4809,6,"No",21,3,2,9,"Y",2,9,7,1,7,62
35,"Travel_Rarely","Research & Development",22,3,4,"Male",2,3,2,"H","Y","Manufacturing Director",10903,9129,3,"No",16,1,0,16,"Y",3,13,10,4,8,52
25,"Travel_Rarely","Sales",10,1,2,"Male",3,1,2,"L","N","Sales Representative",2096,26376,5,"No",11,3,0,7,"N",3,7,4,0,6,36
21,"Travel_Rarely","Production",24,3,3,"Female",2,1,2,"L","N","Machinists ",1416,17258,7,"No",13,1,0,1,"N",2,1,0,1,0,30
49,"Travel_Rarely","Sales",21,4,4,"Female",3,2,1,"L","N","Sales Executive",4507,8191,2,"No",12,3,0,8,"N",4,5,1,0,4,38
51,"Travel_Rarely","Research & Development",1,4,2,"Male",2,2,4,"H","N","Manufacturing Director",6132,13983,2,"No",17,3,0,10,"Y",3,1,0,0,0,65
36,"Travel_Rarely","Research & Development",24,4,3,"Female",3,2,2,"L","Y","Manufacturing Director",5410,2323,4,"Yes",11,4,0,18,"Y",3,16,14,5,12,61
33,"Travel_Rarely","Finance",12,3,1,"Female",2,2,1,"L","Y","Accountant",8472,9319,6,"Yes",18,2,0,7,"N",1,8,6,1,5,77
33,"Non-Travel","Sales",10,1,2,"Female",2,1,2,"H","Y","Sales Representative",2342,21437,3,"No",19,4,0,3,"Y",2,2,2,2,2,61
50,"Travel_Frequently","Human Resources",3,3,1,"Male",3,5,3,"H","N","Manager",18200,7999,5,"No",11,3,1,32,"Y",3,32,5,10,7,86
22,"Travel_Rarely","Research & Development",12,2,4,"Male",2,2,2,"H","Y","Manufacturing Director",4775,19146,3,"No",22,1,2,4,"Y",1,2,2,2,2,72
36,"Travel_Rarely","Research & Development",10,3,4,"Male",2,1,2,"H","N","Research and Design Specialists",3388,21777,0,"Yes",17,1,1,2,"Y",2,1,0,0,0,67
26,"Travel_Frequently","Research & Development",15,1,1,"Female",2,1,4,"L","Y","Research and Design Specialists",2007,25265,7,"No",13,3,2,5,"Y",3,5,3,1,3,67
26,"Travel_Rarely","IT_Suppport",9,3,2,"Male",4,3,2,"H","Y","IT specialists",5171,5688,3,"No",15,1,1,5,"Y",1,8,7,1,6,68
45,"Travel_Rarely","Sales",2,2,4,"Female",3,4,2,"L","N","Manager",17650,5404,9,"No",13,2,1,26,"N",4,9,3,1,1,49
36,"Travel_Rarely","Research & Development",14,4,2,"Male",3,1,2,"L","N","Research and Design Specialists",4678,23293,1,"No",18,3,0,8,"N",3,6,2,0,1,46
32,"Non-Travel","Production",18,3,4,"Male",3,1,2,"L","Y","Machinists ",2314,9148,8,"No",12,2,1,4,"Y",3,3,0,0,2,68
46,"Travel_Rarely","Research & Development",7,3,3,"Female",3,2,2,"H","N","Manufacturing Director",4810,26314,2,"No",14,3,1,19,"Y",2,10,7,0,8,52
29,"Travel_Rarely","Research & Development",25,1,2,"Female",1,1,2,"L","Y","Research and Design Specialists",2168,26933,9,"Yes",18,1,1,6,"N",2,5,4,1,3,41
54,"Travel_Rarely","Finance",4,3,1,"Female",3,3,2,"L","Y","Accountant",8453,9298,8,"Yes",18,4,1,5,"N",1,10,7,3,3,72
35,"Travel_Rarely","Production",1,4,3,"Female",3,1,2,"L","N","Machinists ",4014,16002,3,"Yes",15,3,1,4,"N",3,2,2,2,2,47
33,"Travel_Rarely","IT_Suppport",13,4,1,"Male",3,3,4,"L","N","IT specialists",8542,9396,1,"Yes",17,1,0,7,"N",3,9,5,1,7,39
28,"Travel_Rarely","Production",15,3,3,"Male",2,1,2,"L","Y","Machinists ",2028,12947,5,"Yes",14,2,0,6,"N",3,4,2,0,3,30
35,"Travel_Rarely","Research & Development",14,1,4,"Female",3,2,2,"L","Y","Customercare Representative",4014,19170,6,"Yes",25,4,1,10,"Y",1,10,6,0,7,53
36,"Travel_Rarely","Production",3,2,4,"Male",3,2,3,"H","N","Machinists ",5914,9945,8,"No",16,4,0,16,"Y",4,13,11,3,7,71
34,"Travel_Frequently","Sales",16,4,3,"Female",3,1,2,"H","N","Sales Representative",2231,11314,6,"No",18,4,1,6,"Y",3,4,3,1,2,66
27,"Travel_Rarely","Research & Development",18,3,1,"Male",3,1,4,"H","N","Research and Design Specialists",2235,14377,6,"Yes",14,4,2,9,"Y",2,9,7,6,8,69
30,"Travel_Rarely","Sales",23,3,2,"Female",3,3,4,"H","N","Sales Executive",9419,8053,2,"No",12,3,1,12,"Y",3,10,9,7,4,79
34,"Travel_Frequently","Sales",22,2,4,"Female",1,1,2,"H","N","Sales Manager",2351,12253,0,"No",16,4,1,3,"Y",2,2,2,1,0,52
27,"Travel_Rarely","Research & Development",15,3,4,"Female",3,1,2,"H","N","Research and Design Specialists",2279,11781,1,"No",16,4,0,7,"Y",2,7,7,0,3,59
39,"Travel_Rarely","Sales",6,5,1,"Male",4,3,2,"L","Y","Sales Executive",7880,2560,7,"No",18,4,0,9,"Y",3,8,7,0,7,72
53,"Travel_Rarely","IT_Suppport",19,4,1,"Male",2,4,1,"L","N","IT specialists",10075,11083,3,"Yes",16,2,1,10,"N",1,2,6,2,7,30
32,"Travel_Rarely","Finance",16,4,1,"Male",3,2,2,"L","N","Accountant",8059,8865,3,"No",17,4,0,9,"Y",3,7,5,2,7,25
27,"Travel_Rarely","Research & Development",23,4,2,"Male",3,1,3,"L","Y","Research and Design Specialists",2226,6073,6,"No",11,3,1,6,"Y",2,5,3,1,2,83
41,"Travel_Rarely","Research & Development",19,2,3,"Male",3,2,2,"H","N","Research and Design Specialists",3072,19877,2,"No",16,1,2,17,"Y",2,1,0,0,0,57
25,"Travel_Rarely","Sales",6,1,1,"Male",4,2,2,"H","Y","Sales Executive",6232,12477,4,"No",11,2,0,6,"Y",2,3,2,1,2,61
46,"Travel_Rarely","Sales",25,3,3,"Female",3,4,4,"H","N","Manager",17048,24097,3,"No",23,1,0,28,"Y",3,26,15,15,9,79
34,"Travel_Rarely","Sales",1,3,3,"Male",3,3,4,"L","Y","Sales Executive",9713,24444,3,"Yes",13,4,3,9,"Y",3,5,3,1,0,63
36,"Travel_Rarely","Production",9,2,1,"Female",3,1,4,"H","N","Machinists ",2835,2561,5,"No",22,1,1,7,"Y",3,1,0,0,0,64
44,"Travel_Frequently","Finance",20,3,2,"Female",3,3,2,"L","Y","Accountant",9970,10967,6,"No",17,1,1,6,"Y",1,9,5,1,5,82
43,"Travel_Rarely","Research & Development",15,3,3,"Male",1,5,2,"H","N","Research Director",19740,18625,3,"No",14,2,1,25,"Y",3,8,7,0,7,66
30,"Travel_Rarely","Research & Development",12,3,3,"Male",2,2,2,"L","N","Customercare Representative",4152,15830,1,"No",19,1,3,11,"Y",3,11,10,10,8,34
45,"Travel_Rarely","Research & Development",9,4,4,"Male",3,2,2,"H","Y","Research and Design Specialists",3697,9278,9,"No",14,1,2,12,"Y",3,10,9,9,8,59
29,"Travel_Rarely","Finance",10,4,2,"Female",2,2,4,"L","N","Accountant",8270,9097,2,"Yes",16,1,1,8,"N",1,9,5,3,7,43
53,"Travel_Rarely","IT_Suppport",1,4,2,"Male",3,3,1,"L","Y","IT specialists",5782,6360,7,"No",17,3,1,5,"Y",3,8,2,2,7,57
50,"Travel_Rarely","Sales",14,3,3,"Male",3,5,3,"L","N","Manager",19331,19519,5,"Yes",16,3,1,27,"Y",3,1,0,0,0,71
54,"Travel_Rarely","Sales",2,4,3,"Female",2,3,1,"L","N","Sales Executive",10686,8392,9,"No",11,2,1,13,"N",3,9,4,7,0,47
52,"Travel_Rarely","Research & Development",18,4,3,"Male",2,2,2,"L","N","Research and Design Specialists",4941,17747,2,"No",15,1,0,11,"N",2,8,2,7,7,43
34,"Travel_Rarely","Sales",12,4,4,"Male",4,2,2,"L","N","Sales Executive",5337,19921,1,"No",12,4,0,10,"N",3,10,7,5,7,42
51,"Travel_Rarely","Research & Development",9,2,4,"Female",2,4,1,"L","Y","Manufacturing Director",13142,24439,7,"No",16,2,0,29,"Y",2,5,2,0,3,56
