"Age","BusinessTravel","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRotation","FeedbackFromManager","Mentoring","JobRole","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","Training","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Performance"
50,"Travel_Frequently","Research & Development",21,3,4,"Female",3,4,4,"H","N","Manager",17856,9490,6,"No",22,3,1,32,"Y",3,2,2,2,2,67
34,"Travel_Rarely","Finance",19,4,1,"Male",2,3,1,"L","Y","Accountant",9626,10589,7,"Yes",20,1,0,8,"Y",3,7,6,1,3,78
34,"Travel_Rarely","Sales",4,4,4,"Male",3,3,2,"L","N","Sales Executive",8628,22914,7,"No",18,3,1,9,"N",2,8,7,1,1,48
29,"Travel_Rarely","Sales",9,3,1,"Male",2,2,4,"L","N","Sales Executive",4187,3356,3,"Yes",13,2,1,10,"Y",2,10,0,0,9,65
29,"Travel_Rarely","Sales",25,1,4,"Female",2,2,2,"H","N","Sales Executive",8268,11866,1,"Yes",14,1,2,7,"Y",3,7,7,1,7,59
35,"Travel_Frequently","Research & Development",6,3,2,"Male",3,1,3,"L","N","Research and Design Specialists",2194,5868,4,"No",13,4,1,5,"Y",2,3,2,1,2,46
26,"Travel_Rarely","Production",15,3,3,"Male",4,1,2,"L","Y","Machinists ",3578,23577,5,"No",12,4,0,8,"Y",3,7,7,0,7,73
28,"Travel_Frequently","Production",15,3,2,"Male",4,2,4,"L","N","Production Supervisors",6945,7640,5,"No",20,4,0,10,"Y",2,3,6,1,6,37
35,"Travel_Frequently","Production",20,4,2,"Female",4,3,3,"L","N","Production Supervisors",6058,6664,1,"No",18,1,0,7,"Y",2,9,4,1,2,33
40,"Travel_Rarely","Research & Development",23,3,3,"Male",2,5,2,"H","Y","Research Director",19626,17544,6,"No",14,1,0,21,"Y",4,20,7,4,9,59
29,"Travel_Rarely","Research & Development",2,4,3,"Female",3,1,1,"L","N","Research and Design Specialists",2514,26968,6,"No",22,1,1,11,"N",3,7,5,1,7,47
38,"Travel_Rarely","Finance",6,3,1,"Male",2,2,1,"L","Y","Accountant",9967,10964,3,"Yes",18,3,0,10,"Y",2,5,4,1,5,67
44,"Non-Travel","Research & Development",25,3,4,"Male",1,1,2,"H","Y","Research and Design Specialists",2290,4279,3,"No",13,4,0,6,"Y",3,0,0,0,0,54
29,"Travel_Rarely","Sales",11,3,2,"Female",3,3,2,"L","N","Sales Executive",7639,24525,1,"No",22,4,3,10,"Y",2,10,4,1,9,50
42,"Non-Travel","Human Resources",13,5,4,"Male",4,2,2,"H","N","Human Resources",6272,12858,8,"No",16,1,1,10,"Y",4,4,3,0,3,70
29,"Travel_Rarely","Research & Development",25,1,3,"Female",1,2,2,"L","N","Customercare Representative",9715,7288,9,"No",13,3,1,9,"Y",3,7,7,0,7,59
43,"Travel_Rarely","Research & Development",23,3,1,"Male",3,3,4,"L","Y","Customercare Representative",7510,16873,4,"No",17,2,1,10,"Y",3,10,9,0,9,65
19,"Travel_Rarely","Research & Development",15,2,3,"Male",3,1,1,"H","N","Research and Design Specialists",2552,7172,3,"No",25,3,0,1,"N",3,1,1,0,0,37
50,"Travel_Frequently","Finance",15,3,1,"Male",3,3,1,"H","Y","Accountant",9863,10849,7,"No",19,1,1,9,"Y",1,2,4,1,5,83
47,"Travel_Rarely","Research & Development",7,5,4,"Male",3,5,4,"H","N","Research Director",18300,16375,4,"No",11,2,1,21,"Y",3,3,2,1,1,80
46,"Travel_Rarely","Sales",3,2,2,"Female",3,3,4,"H","N","Sales Executive",10453,2137,1,"No",25,3,3,24,"Y",3,24,13,15,7,82
56,"Travel_Rarely","Production",2,2,1,"Male",3,1,2,"L","Y","Machinists ",2587,10261,6,"No",16,4,0,5,"Y",3,4,2,1,0,60
35,"Travel_Rarely","Finance",21,4,1,"Female",3,3,3,"L","Y","Accountant",8492,9341,8,"Yes",17,4,0,5,"Y",3,3,6,1,6,57
54,"Travel_Rarely","Research & Development",24,4,2,"Female",4,3,1,"L","N","IT specialists",10773,11850,9,"No",20,2,0,5,"N",1,3,3,2,2,27
31,"Travel_Rarely","Sales",2,2,3,"Female",3,2,1,"L","N","Sales Executive",6583,20115,1,"Yes",11,4,1,8,"N",3,5,2,1,4,47
28,"Travel_Rarely","Finance",20,4,2,"Male",2,2,1,"L","N","Accountant",9158,10074,3,"No",17,1,0,9,"Y",2,6,7,1,3,25
42,"Travel_Rarely","Research & Development",2,2,4,"Male",2,5,4,"L","Y","Manager",19613,26362,6,"No",22,4,0,24,"Y",3,1,0,0,1,79
53,"Travel_Frequently","Finance",7,3,2,"Male",2,3,2,"L","N","Accountant",9497,10447,7,"No",15,4,1,10,"N",1,8,2,2,6,50
35,"Travel_Rarely","Sales",4,4,1,"Female",3,1,1,"L","N","Sales Representative",2572,20317,6,"No",16,2,1,3,"N",2,3,2,0,2,37
39,"Travel_Rarely","Finance",20,3,1,"Female",2,3,1,"L","N","Accountant",9330,10263,3,"No",19,3,1,7,"N",3,6,5,1,4,29
36,"Travel_Rarely","Sales",23,4,3,"Female",3,2,4,"L","N","Customercare Representative",4502,7439,5,"No",15,3,0,17,"Y",2,13,7,6,7,64
29,"Travel_Rarely","Research & Development",3,4,4,"Female",2,1,2,"L","N","Research and Design Specialists",3785,8489,9,"No",14,2,0,5,"N",1,5,4,0,4,44
30,"Travel_Frequently","Research & Development",18,4,2,"Male",2,1,2,"H","Y","Research and Design Specialists",3761,2373,6,"No",12,2,1,10,"Y",2,5,4,0,3,57
24,"Travel_Rarely","Production",2,2,4,"Female",3,1,1,"L","N","Machinists ",2210,3372,5,"No",13,1,1,1,"N",1,1,0,0,0,31
